entry_number,body_type,highway_fuel_economy,horsepower,interior_color,listed_date,listing_color,listing_id,longitude,main_picture_url,,make_name,maximum_seating,mileage,model_name,power,price,sp_name,transmission,transmission_display,trim_name,wheel_system,wheel_system_display,year,age_of_customer
251,SUV / Crossover,,182,Jet Black,20/08/20,WHITE,279863010,-73.2587,https://static.cargurus.com/images/forsale/2020/08/29/19/31/2017_chevrolet_equinox-pic-3045982970676721233-152x114.jpeg,,Chevrolet,5 seats,26829,Equinox,"182 hp @ 6,700 RPM",17324,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT FWD,FWD,Front-Wheel Drive,2017,29
252,SUV / Crossover,17,555,Black,15/08/20,BLACK,279405543,-73.4643,https://static.cargurus.com/images/forsale/2020/08/20/04/49/2013_bmw_x6_m-pic-8271247633971709445-152x114.jpeg,,BMW,4 seats,74046,X6 M,"555 hp @ 6,000 RPM",25495,Dream Car Gallery,A,Automatic,AWD,AWD,All-Wheel Drive,2013,59
253,Sedan,33,240,Brown (Venetian Beige),05/09/20,BLACK,281381797,-73.4643,https://static.cargurus.com/images/forsale/2020/09/04/22/20/2013_bmw_5_series-pic-8636651318276215094-152x114.jpeg,,BMW,5 seats,65806,5 Series,"240 hp @ 6,000 RPM",11195,Dream Car Gallery,A,Automatic,528i xDrive Sedan AWD,AWD,All-Wheel Drive,2013,32
254,SUV / Crossover,22,360,Black,25/08/20,BLACK,280228435,-73.8317,https://static.cargurus.com/images/forsale/2020/08/29/05/53/2017_dodge_durango-pic-1175181685121577428-152x114.jpeg,,Dodge,7 seats,30346,Durango,"360 hp @ 5,150 RPM",30700,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,R/T AWD,AWD,All-Wheel Drive,2017,65
255,Sedan,38,179,Black,03/01/20,BLACK,262224997,-73.8317,https://static.cargurus.com/images/forsale/2020/08/29/04/34/2018_nissan_altima-pic-9020386175502405653-152x114.jpeg,,Nissan,5 seats,37811,Altima,"179 hp @ 6,000 RPM",16000,Eastchester Chrysler Jeep Dodge Ram,CVT,Continuously Variable Transmission,2.5 SL,FWD,Front-Wheel Drive,2018,60
256,Sedan,40,153,Jet Black,30/07/20,GRAY,277998713,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2017_chevrolet_cruze-pic-2705849102183957092-152x114.jpeg,,Chevrolet,5 seats,29941,Cruze,"153 hp @ 5,600 RPM",14224,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,LT Sedan FWD,FWD,Front-Wheel Drive,2017,56
257,SUV / Crossover,,182,Jet Black,03/08/20,BLACK,278327005,-73.2587,https://static.cargurus.com/images/forsale/2020/08/25/07/21/2017_chevrolet_equinox-pic-8380965506620479658-152x114.jpeg,,Chevrolet,5 seats,49504,Equinox,"182 hp @ 6,700 RPM",14929,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT FWD,FWD,Front-Wheel Drive,2017,44
258,Minivan,28,287,Alloy/Black,11/07/20,SILVER,276365504,-73.8317,https://static.cargurus.com/images/forsale/2020/09/05/11/23/2018_chrysler_pacifica-pic-2383110498963279009-152x114.jpeg,,Chrysler,8 seats,17001,Pacifica,"287 hp @ 6,400 RPM",24000,Eastchester Chrysler Jeep Dodge Ram,A,9-Speed Automatic,Touring L FWD,FWD,Front-Wheel Drive,2018,65
259,SUV / Crossover,18,205,Gray,16/08/20,BLUE,279531601,-74.2532,https://static.cargurus.com/images/forsale/2020/08/16/10/18/2007_jeep_wrangler_unlimited-pic-8852228262953986359-152x114.jpeg,,Jeep,5 seats,153205,Wrangler Unlimited,"205 hp @ 5,200 RPM",12999,Auto Legend,A,Automatic,Sahara 4WD,4WD,Four-Wheel Drive,2007,43
260,Van,26,136,gtay,24/07/20,WHITE,277433558,-74.2532,https://static.cargurus.com/images/forsale/2020/07/24/01/57/2011_ford_transit_connect-pic-4757759032186983974-152x114.jpeg,,Ford,2 seats,176263,Transit Connect,"136 hp @ 6,300 RPM",4999,Auto Legend,A,Automatic,Cargo XL FWD,FWD,Front-Wheel Drive,2011,31
261,SUV / Crossover,26,250,sand,07/08/20,WHITE,278690199,-73.8317,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2017_mazda_cx-9-pic-8673439870478441325-152x114.jpeg,,Mazda,7 seats,35946,CX-9,"250 hp @ 5,000 RPM",23800,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,Touring AWD,AWD,All-Wheel Drive,2017,27
262,SUV / Crossover,30,164,Gray,09/08/20,BLACK,278853429,-73.8317,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2018_hyundai_tucson-pic-781158424982268198-152x114.jpeg,,Hyundai,5 seats,52716,Tucson,"164 hp @ 6,200 RPM",14500,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,2.0L SEL FWD,FWD,Front-Wheel Drive,2018,55
263,SUV / Crossover,28,240,Chestnut,22/08/20,BLACK,280046021,-73.4643,https://static.cargurus.com/images/forsale/2020/08/26/08/34/2013_bmw_x3-pic-7989196229936951972-152x114.jpeg,,BMW,5 seats,87164,X3,"240 hp @ 5,000 RPM",9995,Dream Car Gallery,A,Automatic,xDrive28i AWD,AWD,All-Wheel Drive,2013,22
264,Hatchback,,,Black,28/07/20,BLACK,277708435,-73.8317,https://static.cargurus.com/images/forsale/2020/09/02/05/07/2018_volkswagen_gti-pic-512646306346748663-152x114.jpeg,,Volkswagen,,42154,GTI,,24300,Eastchester Chrysler Jeep Dodge Ram,Dual Clutch,6-Speed Dual Clutch,,,,2018,78
265,Sedan,36,147,Gray,03/09/20,GRAY,281126301,-73.8317,https://d28oohqmlmgnr6.cloudfront.net/9e/14/bb/23-5fd5-4e80-80f0-ebd304578e1f/image-1.jpg,,Hyundai,5 seats,50013,Elantra,"147 hp @ 6,200 RPM",11500,Eastchester Chrysler Jeep Dodge Ram,M,6-Speed Manual,SE Sedan FWD,FWD,Front-Wheel Drive,2017,77
266,SUV / Crossover,,355,Jet Black,12/08/20,BLACK,279129196,-73.2587,https://static.cargurus.com/images/forsale/2020/08/29/19/31/2016_chevrolet_tahoe-pic-1581521803150425339-152x114.jpeg,,Chevrolet,9 seats,35469,Tahoe,"355 hp @ 5,600 RPM",33224,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LS 4WD,4WD,Four-Wheel Drive,2016,26
267,SUV / Crossover,22,281,Ebony/Saddle Up,08/08/20,BLACK,278828316,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2017_chevrolet_traverse-pic-6549424802663955611-152x114.jpeg,,Chevrolet,8 seats,16795,Traverse,"281 hp @ 6,300 RPM",24924,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,1LT AWD,AWD,All-Wheel Drive,2017,72
268,Convertible,29,335,Jet Black,04/08/20,BLACK,278372789,-73.2587,https://static.cargurus.com/images/forsale/2020/08/15/02/19/2019_chevrolet_camaro-pic-7066361154831421081-152x114.jpeg,,Chevrolet,4 seats,42406,Camaro,"335 hp @ 6,800 RPM",23759,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,1LT Convertible RWD,RWD,Rear-Wheel Drive,2019,27
269,SUV / Crossover,30,184,Black,03/08/20,WHITE,278327004,-73.2587,https://static.cargurus.com/images/forsale/2020/08/25/07/21/2016_mazda_cx-5-pic-1604220862469340688-152x114.jpeg,,Mazda,5 seats,73474,CX-5,"184 hp @ 5,700 RPM",15439,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,Grand Touring AWD,AWD,All-Wheel Drive,2016,66
270,Sedan,28,315,Amaro Brown,22/08/19,WHITE,249944749,-73.4643,https://static.cargurus.com/images/forsale/2020/08/11/21/11/2015_bmw_7_series-pic-7756681238973834069-152x114.jpeg,,BMW,5 seats,61744,7 Series,"315 hp @ 5,800 RPM",23495,Dream Car Gallery,A,Automatic,740Li xDrive AWD,AWD,All-Wheel Drive,2015,28
271,Sedan,27,302,Black,15/08/20,WHITE,279405547,-73.4643,,,Mercedes-Benz,5 seats,50383,E-Class,"302 hp @ 6,500 RPM",17995,Dream Car Gallery,A,Automatic,E 350 Luxury 4MATIC,AWD,All-Wheel Drive,2014,33
272,Sedan,31,241,Black,04/06/20,BLACK,273270576,-73.8317,https://static.cargurus.com/images/forsale/2020/06/06/19/20/2017_mercedes-benz_c-class-pic-6319764025250944379-152x114.jpeg,,Mercedes-Benz,5 seats,41253,C-Class,"241 hp @ 5,550 RPM",21200,Eastchester Chrysler Jeep Dodge Ram,A,7-Speed Automatic,C 300 4MATIC,AWD,All-Wheel Drive,2017,28
273,Sedan,27,200,Black,16/08/20,GRAY,279506929,-74.2532,,,Audi,5 seats,144946,A4,"200 hp @ 5,100 RPM",3999,Auto Legend,A,Automatic,2.0T quattro Sedan AWD,AWD,All-Wheel Drive,2007,58
274,SUV / Crossover,30,141,Black (Charcoal),16/08/20,WHITE,279531622,-73.2587,https://static.cargurus.com/images/forsale/2020/08/27/07/25/2017_nissan_rogue_sport-pic-2220072540691795320-152x114.jpeg,,Nissan,5 seats,26007,Rogue Sport,"141 hp @ 6,000 RPM",16624,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,S AWD,AWD,All-Wheel Drive,2017,47
275,Wagon,,,Gray 2-Tone,25/07/20,BLACK,277554749,-73.8317,https://d28oohqmlmgnr6.cloudfront.net/18/5b/42/ad-a3e8-4323-88ea-58e9b3eb6351/image-1.jpg,,Kia,,26155,Soul EV,,13000,Eastchester Chrysler Jeep Dodge Ram,A,1-Speed Automatic,FWD,FWD,Front-Wheel Drive,2017,25
276,SUV / Crossover,27,271,Black,22/07/20,WHITE,277213640,-73.8317,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2019_jeep_cherokee-pic-5702010313289010788-152x114.jpeg,,Jeep,5 seats,13463,Cherokee,"180 hp @ 6,250 RPM",24500,Eastchester Chrysler Jeep Dodge Ram,A,9-Speed Automatic,Limited 4WD,4WD,Four-Wheel Drive,2019,64
277,Sedan,26,306,Rioja Red,12/08/20,WHITE,279037593,-73.4643,https://static.cargurus.com/images/forsale/2020/08/14/06/48/2016_lexus_is_350-pic-2952354207283173686-152x114.jpeg,,Lexus,5 seats,120996,IS 350,"306 hp @ 6,400 RPM",15999,Dream Car Gallery,A,Automatic,AWD,AWD,All-Wheel Drive,2016,21
278,Van,,255,Gray,01/08/20,GRAY,278229129,-74.2532,,,Ford,2 seats,188727,E-Series,"255 hp @ 4,500 RPM",3499,Auto Legend,A,Automatic,E-250 Cargo Van,RWD,Rear-Wheel Drive,2005,65
279,SUV / Crossover,20,400,Black,20/03/20,GRAY,269099137,-73.4643,https://static.cargurus.com/images/forsale/2020/08/11/18/57/2012_bmw_x5-pic-1789636630590379531-152x114.jpeg,,BMW,7 seats,95651,X5,"400 hp @ 5,500 RPM",9495,Dream Car Gallery,A,Automatic,xDrive50i AWD,AWD,All-Wheel Drive,2012,78
280,SUV / Crossover,22,288,Black (Ebony),02/09/20,WHITE,281088376,-73.2587,https://static.cargurus.com/images/forsale/2020/09/03/00/16/2017_chevrolet_traverse-pic-1113206384642114174-152x114.jpeg,,Chevrolet,7 seats,21317,Traverse,"288 hp @ 6,300 RPM",29572,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,Premier AWD,AWD,All-Wheel Drive,2017,80
281,Sedan,,148,Gray,20/08/20,BLUE,279863007,-73.2587,https://static.cargurus.com/images/forsale/2020/09/05/00/51/2012_hyundai_elantra-pic-6279379800624881138-152x114.jpeg,,Hyundai,5 seats,58348,Elantra,,7859,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,Limited Sedan FWD,FWD,Front-Wheel Drive,2012,41
282,Sedan,27,268,carbon black,05/08/20,RED,278438799,-73.8317,https://static.cargurus.com/images/forsale/2020/08/22/22/57/2017_subaru_wrx-pic-7733197879546947130-152x114.jpeg,,Subaru,5 seats,74577,WRX,"268 hp @ 5,600 RPM",21300,Eastchester Chrysler Jeep Dodge Ram,M,6-Speed Manual,Premium,AWD,All-Wheel Drive,2017,26
283,SUV / Crossover,27,300,Mocha,22/08/20,WHITE,280044647,-73.4643,,,BMW,5 seats,75221,X5,"300 hp @ 5,800 RPM",20495,Dream Car Gallery,A,Automatic,xDrive35i AWD,AWD,All-Wheel Drive,2014,63
284,Hatchback,45,110,Brown (tan),24/07/20,BROWN,277391733,-74.2532,https://static.cargurus.com/images/forsale/2020/08/15/23/46/2004_toyota_prius-pic-1992687545573022919-152x114.jpeg,,Toyota,5 seats,163566,Prius,"110 hp @ 5,000 RPM",3499,Auto Legend,CVT,Continuously Variable Transmission,FWD,FWD,Front-Wheel Drive,2004,55
285,Sedan,35,185,Black,23/08/20,WHITE,280169805,-73.2587,https://static.cargurus.com/images/forsale/2020/09/04/01/03/2018_hyundai_sonata-pic-7845070524131129898-152x114.jpeg,,Hyundai,5 seats,44604,Sonata,"185 hp @ 6,000 RPM",14359,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,SEL FWD,FWD,Front-Wheel Drive,2018,55
286,SUV / Crossover,,355,Jet Black,22/07/20,WHITE,277264058,-73.2587,https://static.cargurus.com/images/forsale/2020/08/25/07/21/2016_chevrolet_tahoe-pic-4790542356552361845-152x114.jpeg,,Chevrolet,8 seats,49518,Tahoe,"355 hp @ 5,600 RPM",35323,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT 4WD,4WD,Four-Wheel Drive,2016,50
287,Sedan,30,300,Black,15/07/20,BLACK,276620119,-73.4643,https://static.cargurus.com/images/forsale/2020/08/23/08/24/2012_bmw_5_series-pic-7009013724907866364-152x114.jpeg,,BMW,5 seats,101415,5 Series,"300 hp @ 5,800 RPM",10495,Dream Car Gallery,A,Automatic,535i xDrive Sedan AWD,AWD,All-Wheel Drive,2012,48
288,Sedan,30,380,Brown (Luxor Beige),14/06/20,BLACK,274074893,-73.4643,https://static.cargurus.com/images/forsale/2020/06/14/02/54/2013_porsche_panamera_hybrid-pic-7607191699615394810-152x114.jpeg,,Porsche,4 seats,62139,Panamera Hybrid,"380 hp @ 5,500 RPM",26995,Dream Car Gallery,A,Automatic,S RWD,RWD,Rear-Wheel Drive,2013,67
289,SUV / Crossover,25,241,Black,18/08/20,BLACK,279581131,-73.8317,https://static.cargurus.com/images/forsale/2020/08/20/03/50/2018_jeep_grand_cherokee-pic-6782001012856415169-152x114.jpeg,,Jeep,5 seats,32120,Grand Cherokee,"360 hp @ 5,150 RPM",34300,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,High Altitude 4WD,4WD,Four-Wheel Drive,2018,20
290,Minivan,25,283,Black,11/08/20,BLACK,278980365,-73.8317,https://static.cargurus.com/images/forsale/2020/08/24/23/36/2017_dodge_grand_caravan-pic-3637885600106944492-152x114.jpeg,,Dodge,7 seats,49322,Grand Caravan,"283 hp @ 6,400 RPM",16500,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,SXT FWD,FWD,Front-Wheel Drive,2017,69
291,SUV / Crossover,23,300,Black,06/09/20,BLACK,281505055,-73.4643,https://static.cargurus.com/images/forsale/2020/09/06/07/04/2013_bmw_x5-pic-5825218657422945881-152x114.jpeg,,BMW,5 seats,62887,X5,"300 hp @ 5,800 RPM",13895,Dream Car Gallery,A,Automatic,xDrive35i AWD,AWD,All-Wheel Drive,2013,42
292,SUV / Crossover,25,295,Black,25/06/20,WHITE,274968735,-73.8317,https://static.cargurus.com/images/forsale/2020/07/07/23/22/2018_dodge_durango-pic-300988176466589612-152x114.jpeg,,Dodge,7 seats,37926,Durango,"295 hp @ 6,400 RPM",27200,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,GT AWD,AWD,All-Wheel Drive,2018,61
293,Sedan,29,241,Crystal Gray,13/07/20,GRAY,276473395,-73.8317,https://static.cargurus.com/images/forsale/2020/07/18/04/43/2017_mercedes-benz_c-class-pic-849580248695771568-152x114.jpeg,,Mercedes-Benz,4 seats,56909,C-Class,"241 hp @ 5,550 RPM",25100,Eastchester Chrysler Jeep Dodge Ram,A,7-Speed Automatic,C 300 Coupe 4MATIC,AWD,All-Wheel Drive,2017,55
294,Van,,255,None,16/08/20,UNKNOWN,279531600,-74.2532,https://static.cargurus.com/images/forsale/2020/08/16/10/18/2009_ford_e-series-pic-1328726557555263150-152x114.jpeg,,Ford,2 seats,137976,E-Series,"255 hp @ 4,500 RPM",7999,Auto Legend,A,Automatic,E-150 Cargo Van,RWD,Rear-Wheel Drive,2009,22
295,SUV / Crossover,19,270,Gray,23/07/20,UNKNOWN,277335508,-74.2532,,,Nissan,7 seats,178068,Pathfinder,"270 hp @ 5,600 RPM",4499,Auto Legend,A,Automatic,S 4X4,4WD,Four-Wheel Drive,2006,65
296,SUV / Crossover,27,172,dark slate gray,05/07/20,SILVER,275894474,-73.8317,https://static.cargurus.com/images/forsale/2020/07/17/23/20/2015_jeep_patriot-pic-9164349832983153095-152x114.jpeg,,Jeep,5 seats,59254,Patriot,"172 hp @ 6,000 RPM",11300,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,High Altitude Edition 4WD,4WD,Four-Wheel Drive,2015,41
297,SUV / Crossover,26,305,Jet Black,19/07/20,WHITE,277059010,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2019_chevrolet_blazer-pic-4077918372523182755-152x114.jpeg,,Chevrolet,5 seats,6850,Blazer,"305 hp @ 6,600 RPM",34739,Atlantic Chevrolet Cadillac,A,9-Speed Automatic,Premier FWD,FWD,Front-Wheel Drive,2019,45
298,SUV / Crossover,26,276,Gray,08/09/20,SILVER,281581431,-73.2587,,,Hyundai,5 seats,62783,Santa Fe,"276 hp @ 6,300 RPM",10972,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,3.5L Limited AWD,AWD,All-Wheel Drive,2012,58
299,SUV / Crossover,19,362,Black,30/07/20,WHITE,277991317,-73.4643,,,Mercedes-Benz,7 seats,75898,GL-Class,"362 hp @ 5,000 RPM",21995,Dream Car Gallery,A,Automatic,GL 450,AWD,All-Wheel Drive,2014,36
300,Sedan,22,707,Black,11/07/20,WHITE,276368970,-73.8317,https://static.cargurus.com/images/forsale/2020/07/20/23/04/2018_dodge_charger-pic-4018415808780412948-152x114.jpeg,,Dodge,5 seats,25948,Charger,"707 hp @ 6,200 RPM",58000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,SRT Hellcat RWD,RWD,Rear-Wheel Drive,2018,25
301,SUV / Crossover,25,305,Jet Black,29/04/20,RED,271096014,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2019_chevrolet_blazer-pic-757198519067030501-152x114.jpeg,,Chevrolet,5 seats,8121,Blazer,"305 hp @ 6,600 RPM",36972,Atlantic Chevrolet Cadillac,A,9-Speed Automatic,Premier AWD,AWD,All-Wheel Drive,2019,56
302,Sedan,28,315,Black,05/01/20,BLACK,262452094,-73.4643,,,BMW,5 seats,87055,7 Series,"315 hp @ 5,800 RPM",16495,Dream Car Gallery,A,Automatic,740Li xDrive AWD,AWD,All-Wheel Drive,2015,69
303,Sedan,31,241,Brown (Silk Beige/Black),15/08/20,WHITE,279405548,-73.4643,https://static.cargurus.com/images/forsale/2020/08/23/08/24/2017_mercedes-benz_c-class-pic-9045579346904788013-152x114.jpeg,,Mercedes-Benz,5 seats,45803,C-Class,"241 hp @ 5,550 RPM",21995,Dream Car Gallery,A,Automatic,C 300 4MATIC,AWD,All-Wheel Drive,2017,70
304,SUV / Crossover,,210,Brown (tan),16/08/20,BROWN,279506922,-74.2532,,,Jeep,,149654,Grand Cherokee,"210 hp @ 5,200 RPM",4499,Auto Legend,A,Automatic,Laredo 4WD,4WD,Four-Wheel Drive,2005,69
305,SUV / Crossover,28,240,Black,27/07/20,BLUE,277680047,-73.4643,https://static.cargurus.com/images/forsale/2020/07/27/08/22/2013_bmw_x3-pic-4614330151931185797-152x114.jpeg,,BMW,5 seats,95595,X3,"240 hp @ 5,000 RPM",9795,Dream Car Gallery,A,Automatic,xDrive28i AWD,AWD,All-Wheel Drive,2013,80
306,Sedan,23,360,Black,12/05/20,GRAY,271823043,-73.8317,https://static.cargurus.com/images/forsale/2020/08/20/12/04/2014_lexus_ls_460-pic-7164335048869131638-152x114.jpeg,,Lexus,5 seats,74716,LS 460,"360 hp @ 6,400 RPM",26000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,AWD,AWD,All-Wheel Drive,2014,53
307,Sedan,35,182,Sport,04/09/20,WHITE,281263528,-73.8317,https://d28oohqmlmgnr6.cloudfront.net/c8/d1/8e/93-8957-45ef-b039-d0f994e470ac/image-1.jpg,,Nissan,5 seats,18887,Altima,"182 hp @ 6,000 RPM",21000,Eastchester Chrysler Jeep Dodge Ram,CVT,Continuously Variable Transmission,2.5 SR AWD,AWD,All-Wheel Drive,2019,21
308,SUV / Crossover,27,240,Black,12/08/20,WHITE,279037591,-73.4643,https://static.cargurus.com/images/forsale/2020/08/14/06/48/2017_bmw_x4-pic-6260884712711380510-152x114.jpeg,,BMW,5 seats,48443,X4,"240 hp @ 5,000 RPM",25995,Dream Car Gallery,A,Automatic,xDrive28i AWD,AWD,All-Wheel Drive,2017,29
309,SUV / Crossover,31,228,Brown (Canberra Beige),26/07/20,BLACK,277628758,-73.4643,https://static.cargurus.com/images/forsale/2020/08/06/08/41/2017_bmw_x1-pic-8749300033201827133-152x114.jpeg,,BMW,5 seats,22179,X1,"228 hp @ 5,000 RPM",22995,Dream Car Gallery,A,Automatic,xDrive28i AWD,AWD,All-Wheel Drive,2017,54
310,Sedan,34,189,Black,25/08/20,SILVER,280274328,-73.2587,https://static.cargurus.com/images/forsale/2020/08/26/00/19/2014_honda_accord-pic-8688963455825076901-152x114.jpeg,,Honda,5 seats,71596,Accord,"189 hp @ 6,400 RPM",12591,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,Sport,FWD,Front-Wheel Drive,2014,58
311,Coupe,39,140,Black,10/07/19,BLUE,245943953,-74.2532,https://static.cargurus.com/images/forsale/2019/07/24/19/18/2012_honda_civic_coupe-pic-3050899885058756610-152x114.jpeg,,Honda,5 seats,136752,Civic Coupe,"140 hp @ 6,500 RPM",6499,Auto Legend,A,Automatic,LX,FWD,Front-Wheel Drive,2012,29
312,Pickup Truck,22,285,Jet Black,18/07/20,UNKNOWN,276992518,-73.2587,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2017_chevrolet_silverado_1500-pic-2372999128098369290-152x114.jpeg,,Chevrolet,6 seats,36152,Silverado 1500,"355 hp @ 5,600 RPM",29439,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT Double Cab 4WD,4WD,Four-Wheel Drive,2017,56
313,Sedan,24,402,Almond/Mocha,16/03/20,WHITE,268753705,-73.4643,https://static.cargurus.com/images/forsale/2020/08/11/18/57/2014_mercedes-benz_cls-class-pic-8581395190190724638-152x114.jpeg,,Mercedes-Benz,4 seats,47891,CLS-Class,"402 hp @ 5,000 RPM",27995,Dream Car Gallery,A,Automatic,CLS 550 4MATIC,AWD,All-Wheel Drive,2014,80
314,SUV / Crossover,25,241,Black,02/09/20,BLACK,281032515,-73.8317,,,Jeep,5 seats,27222,Grand Cherokee,"360 hp @ 5,150 RPM",27000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,Limited 4WD,4WD,Four-Wheel Drive,2017,64
315,Coupe,,280,Gray,24/07/20,GRAY,277433556,-74.2532,https://static.cargurus.com/images/forsale/2020/07/24/01/57/2006_infiniti_g35-pic-8946635399930540244-152x114.jpeg,,INFINITI,4 seats,159452,G35,"280 hp @ 6,200 RPM",5999,Auto Legend,A,Automatic,Coupe RWD,RWD,Rear-Wheel Drive,2006,30
316,Sedan,29,200,Black,16/08/20,BLACK,279506932,-74.2532,,,Volkswagen,5 seats,137562,Passat,"200 hp @ 5,100 RPM",3999,Auto Legend,M,Manual,2.0T,FWD,Front-Wheel Drive,2006,22
317,Van,,188,Gray,03/03/20,BLUE,267518277,-73.8317,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2015_mercedes-benz_sprinter-pic-2326957263879179788-152x114.jpeg,,Mercedes-Benz,2 seats,48310,Sprinter,"188 hp @ 3,800 RPM",24000,Eastchester Chrysler Jeep Dodge Ram,A,5-Speed Automatic,2500 144 WB Regular Cab DRW Chassis,4X2,4X2,2015,71
318,SUV / Crossover,25,241,Black,03/09/20,BLACK,281126302,-73.8317,https://static.cargurus.com/images/forsale/2020/09/05/00/51/2017_jeep_grand_cherokee-pic-6015282796827354458-152x114.jpeg,,Jeep,5 seats,35432,Grand Cherokee,"360 hp @ 5,150 RPM",25000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,Limited 4WD,4WD,Four-Wheel Drive,2017,24
319,SUV / Crossover,28,220,Brown (Pistachio Beige),18/07/20,WHITE,276944211,-73.4643,https://static.cargurus.com/images/forsale/2020/07/27/08/22/2014_audi_q5-pic-2335787461894087932-152x114.jpeg,,Audi,5 seats,86724,Q5,"220 hp @ 4,450 RPM",13495,Dream Car Gallery,A,Automatic,2.0T quattro Premium Plus AWD,AWD,All-Wheel Drive,2014,32
320,SUV / Crossover,,360,Black,19/08/20,BLACK,279694815,-73.8317,https://static.cargurus.com/images/forsale/2020/09/01/09/15/2016_jeep_grand_cherokee-pic-6419234618588653835-152x114.jpeg,,Jeep,5 seats,37050,Grand Cherokee,"360 hp @ 5,150 RPM",22300,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,Limited 75th Anniversary 4WD,4WD,Four-Wheel Drive,2016,63
321,SUV / Crossover,25,295,Black,27/08/20,WHITE,280468181,-73.8317,https://static.cargurus.com/images/forsale/2020/08/28/06/51/2017_dodge_durango-pic-3013578614352947992-152x114.jpeg,,Dodge,7 seats,41441,Durango,"295 hp @ 6,400 RPM",27580,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,GT AWD,AWD,All-Wheel Drive,2017,25
322,Sedan,31,252,Black,22/08/20,BLACK,280044649,-73.4643,,,Audi,5 seats,78777,A4,"252 hp @ 5,000 RPM",19985,Dream Car Gallery,A,Automatic,2.0T quattro Premium Plus Sedan AWD,AWD,All-Wheel Drive,2017,32
