entry_number,body_type,listed_date,main_picture_url,,make_name,maximum_seating,mileage,model_name,power,price,sp_name,transmission,transmission_display,trim_name,wheel_system,wheel_system_display,year,age_of_customer
256,Sedan,30/07/20,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2017_chevrolet_cruze-pic-2705849102183957092-152x114.jpeg,,Chevrolet,5 seats,29941,Cruze,"153 hp @ 5,600 RPM",14224,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,LT Sedan FWD,FWD,Front-Wheel Drive,2017,56
257,SUV / Crossover,03/08/20,https://static.cargurus.com/images/forsale/2020/08/25/07/21/2017_chevrolet_equinox-pic-8380965506620479658-152x114.jpeg,,Chevrolet,5 seats,49504,Equinox,"182 hp @ 6,700 RPM",14929,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT FWD,FWD,Front-Wheel Drive,2017,44
258,Minivan,11/07/20,https://static.cargurus.com/images/forsale/2020/09/05/11/23/2018_chrysler_pacifica-pic-2383110498963279009-152x114.jpeg,,Chrysler,8 seats,17001,Pacifica,"287 hp @ 6,400 RPM",24000,Eastchester Chrysler Jeep Dodge Ram,A,9-Speed Automatic,Touring L FWD,FWD,Front-Wheel Drive,2018,65
259,SUV / Crossover,16/08/20,https://static.cargurus.com/images/forsale/2020/08/16/10/18/2007_jeep_wrangler_unlimited-pic-8852228262953986359-152x114.jpeg,,Jeep,5 seats,153205,Wrangler Unlimited,"205 hp @ 5,200 RPM",12999,Auto Legend,A,Automatic,Sahara 4WD,4WD,Four-Wheel Drive,2007,43
260,Van,24/07/20,https://static.cargurus.com/images/forsale/2020/07/24/01/57/2011_ford_transit_connect-pic-4757759032186983974-152x114.jpeg,,Ford,2 seats,176263,Transit Connect,"136 hp @ 6,300 RPM",4999,Auto Legend,A,Automatic,Cargo XL FWD,FWD,Front-Wheel Drive,2011,31
261,SUV / Crossover,07/08/20,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2017_mazda_cx-9-pic-8673439870478441325-152x114.jpeg,,Mazda,7 seats,35946,CX-9,"250 hp @ 5,000 RPM",23800,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,Touring AWD,AWD,All-Wheel Drive,2017,27
262,SUV / Crossover,09/08/20,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2018_hyundai_tucson-pic-781158424982268198-152x114.jpeg,,Hyundai,5 seats,52716,Tucson,"164 hp @ 6,200 RPM",14500,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,2.0L SEL FWD,FWD,Front-Wheel Drive,2018,55
263,SUV / Crossover,22/08/20,https://static.cargurus.com/images/forsale/2020/08/26/08/34/2013_bmw_x3-pic-7989196229936951972-152x114.jpeg,,BMW,5 seats,87164,X3,"240 hp @ 5,000 RPM",9995,Dream Car Gallery,A,Automatic,xDrive28i AWD,AWD,All-Wheel Drive,2013,22
264,Hatchback,28/07/20,https://static.cargurus.com/images/forsale/2020/09/02/05/07/2018_volkswagen_gti-pic-512646306346748663-152x114.jpeg,,Volkswagen,,42154,GTI,,24300,Eastchester Chrysler Jeep Dodge Ram,Dual Clutch,6-Speed Dual Clutch,,,,2018,78
265,Sedan,03/09/20,https://d28oohqmlmgnr6.cloudfront.net/9e/14/bb/23-5fd5-4e80-80f0-ebd304578e1f/image-1.jpg,,Hyundai,5 seats,50013,Elantra,"147 hp @ 6,200 RPM",11500,Eastchester Chrysler Jeep Dodge Ram,M,6-Speed Manual,SE Sedan FWD,FWD,Front-Wheel Drive,2017,77
266,SUV / Crossover,12/08/20,https://static.cargurus.com/images/forsale/2020/08/29/19/31/2016_chevrolet_tahoe-pic-1581521803150425339-152x114.jpeg,,Chevrolet,9 seats,35469,Tahoe,"355 hp @ 5,600 RPM",33224,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LS 4WD,4WD,Four-Wheel Drive,2016,26
267,SUV / Crossover,08/08/20,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2017_chevrolet_traverse-pic-6549424802663955611-152x114.jpeg,,Chevrolet,8 seats,16795,Traverse,"281 hp @ 6,300 RPM",24924,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,1LT AWD,AWD,All-Wheel Drive,2017,72
268,Convertible,04/08/20,https://static.cargurus.com/images/forsale/2020/08/15/02/19/2019_chevrolet_camaro-pic-7066361154831421081-152x114.jpeg,,Chevrolet,4 seats,42406,Camaro,"335 hp @ 6,800 RPM",23759,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,1LT Convertible RWD,RWD,Rear-Wheel Drive,2019,27
269,SUV / Crossover,03/08/20,https://static.cargurus.com/images/forsale/2020/08/25/07/21/2016_mazda_cx-5-pic-1604220862469340688-152x114.jpeg,,Mazda,5 seats,73474,CX-5,"184 hp @ 5,700 RPM",15439,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,Grand Touring AWD,AWD,All-Wheel Drive,2016,66
270,Sedan,22/08/19,https://static.cargurus.com/images/forsale/2020/08/11/21/11/2015_bmw_7_series-pic-7756681238973834069-152x114.jpeg,,BMW,5 seats,61744,7 Series,"315 hp @ 5,800 RPM",23495,Dream Car Gallery,A,Automatic,740Li xDrive AWD,AWD,All-Wheel Drive,2015,28
271,Sedan,15/08/20,,,Mercedes-Benz,5 seats,50383,E-Class,"302 hp @ 6,500 RPM",17995,Dream Car Gallery,A,Automatic,E 350 Luxury 4MATIC,AWD,All-Wheel Drive,2014,33
272,Sedan,04/06/20,https://static.cargurus.com/images/forsale/2020/06/06/19/20/2017_mercedes-benz_c-class-pic-6319764025250944379-152x114.jpeg,,Mercedes-Benz,5 seats,41253,C-Class,"241 hp @ 5,550 RPM",21200,Eastchester Chrysler Jeep Dodge Ram,A,7-Speed Automatic,C 300 4MATIC,AWD,All-Wheel Drive,2017,28
273,Sedan,16/08/20,,,Audi,5 seats,144946,A4,"200 hp @ 5,100 RPM",3999,Auto Legend,A,Automatic,2.0T quattro Sedan AWD,AWD,All-Wheel Drive,2007,58
274,SUV / Crossover,16/08/20,https://static.cargurus.com/images/forsale/2020/08/27/07/25/2017_nissan_rogue_sport-pic-2220072540691795320-152x114.jpeg,,Nissan,5 seats,26007,Rogue Sport,"141 hp @ 6,000 RPM",16624,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,S AWD,AWD,All-Wheel Drive,2017,47
275,Wagon,25/07/20,https://d28oohqmlmgnr6.cloudfront.net/18/5b/42/ad-a3e8-4323-88ea-58e9b3eb6351/image-1.jpg,,Kia,,26155,Soul EV,,13000,Eastchester Chrysler Jeep Dodge Ram,A,1-Speed Automatic,FWD,FWD,Front-Wheel Drive,2017,25
276,SUV / Crossover,22/07/20,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2019_jeep_cherokee-pic-5702010313289010788-152x114.jpeg,,Jeep,5 seats,13463,Cherokee,"180 hp @ 6,250 RPM",24500,Eastchester Chrysler Jeep Dodge Ram,A,9-Speed Automatic,Limited 4WD,4WD,Four-Wheel Drive,2019,64
277,Sedan,12/08/20,https://static.cargurus.com/images/forsale/2020/08/14/06/48/2016_lexus_is_350-pic-2952354207283173686-152x114.jpeg,,Lexus,5 seats,120996,IS 350,"306 hp @ 6,400 RPM",15999,Dream Car Gallery,A,Automatic,AWD,AWD,All-Wheel Drive,2016,21
278,Van,01/08/20,,,Ford,2 seats,188727,E-Series,"255 hp @ 4,500 RPM",3499,Auto Legend,A,Automatic,E-250 Cargo Van,RWD,Rear-Wheel Drive,2005,65
279,SUV / Crossover,20/03/20,https://static.cargurus.com/images/forsale/2020/08/11/18/57/2012_bmw_x5-pic-1789636630590379531-152x114.jpeg,,BMW,7 seats,95651,X5,"400 hp @ 5,500 RPM",9495,Dream Car Gallery,A,Automatic,xDrive50i AWD,AWD,All-Wheel Drive,2012,78
280,SUV / Crossover,02/09/20,https://static.cargurus.com/images/forsale/2020/09/03/00/16/2017_chevrolet_traverse-pic-1113206384642114174-152x114.jpeg,,Chevrolet,7 seats,21317,Traverse,"288 hp @ 6,300 RPM",29572,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,Premier AWD,AWD,All-Wheel Drive,2017,80
281,Sedan,20/08/20,https://static.cargurus.com/images/forsale/2020/09/05/00/51/2012_hyundai_elantra-pic-6279379800624881138-152x114.jpeg,,Hyundai,5 seats,58348,Elantra,,7859,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,Limited Sedan FWD,FWD,Front-Wheel Drive,2012,41
282,Sedan,05/08/20,https://static.cargurus.com/images/forsale/2020/08/22/22/57/2017_subaru_wrx-pic-7733197879546947130-152x114.jpeg,,Subaru,5 seats,74577,WRX,"268 hp @ 5,600 RPM",21300,Eastchester Chrysler Jeep Dodge Ram,M,6-Speed Manual,Premium,AWD,All-Wheel Drive,2017,26
283,SUV / Crossover,22/08/20,,,BMW,5 seats,75221,X5,"300 hp @ 5,800 RPM",20495,Dream Car Gallery,A,Automatic,xDrive35i AWD,AWD,All-Wheel Drive,2014,63
284,Hatchback,24/07/20,https://static.cargurus.com/images/forsale/2020/08/15/23/46/2004_toyota_prius-pic-1992687545573022919-152x114.jpeg,,Toyota,5 seats,163566,Prius,"110 hp @ 5,000 RPM",3499,Auto Legend,CVT,Continuously Variable Transmission,FWD,FWD,Front-Wheel Drive,2004,55
285,Sedan,23/08/20,https://static.cargurus.com/images/forsale/2020/09/04/01/03/2018_hyundai_sonata-pic-7845070524131129898-152x114.jpeg,,Hyundai,5 seats,44604,Sonata,"185 hp @ 6,000 RPM",14359,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,SEL FWD,FWD,Front-Wheel Drive,2018,55
286,SUV / Crossover,22/07/20,https://static.cargurus.com/images/forsale/2020/08/25/07/21/2016_chevrolet_tahoe-pic-4790542356552361845-152x114.jpeg,,Chevrolet,8 seats,49518,Tahoe,"355 hp @ 5,600 RPM",35323,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT 4WD,4WD,Four-Wheel Drive,2016,50
287,Sedan,15/07/20,https://static.cargurus.com/images/forsale/2020/08/23/08/24/2012_bmw_5_series-pic-7009013724907866364-152x114.jpeg,,BMW,5 seats,101415,5 Series,"300 hp @ 5,800 RPM",10495,Dream Car Gallery,A,Automatic,535i xDrive Sedan AWD,AWD,All-Wheel Drive,2012,48
288,Sedan,14/06/20,https://static.cargurus.com/images/forsale/2020/06/14/02/54/2013_porsche_panamera_hybrid-pic-7607191699615394810-152x114.jpeg,,Porsche,4 seats,62139,Panamera Hybrid,"380 hp @ 5,500 RPM",26995,Dream Car Gallery,A,Automatic,S RWD,RWD,Rear-Wheel Drive,2013,67
289,SUV / Crossover,18/08/20,https://static.cargurus.com/images/forsale/2020/08/20/03/50/2018_jeep_grand_cherokee-pic-6782001012856415169-152x114.jpeg,,Jeep,5 seats,32120,Grand Cherokee,"360 hp @ 5,150 RPM",34300,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,High Altitude 4WD,4WD,Four-Wheel Drive,2018,20
290,Minivan,11/08/20,https://static.cargurus.com/images/forsale/2020/08/24/23/36/2017_dodge_grand_caravan-pic-3637885600106944492-152x114.jpeg,,Dodge,7 seats,49322,Grand Caravan,"283 hp @ 6,400 RPM",16500,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,SXT FWD,FWD,Front-Wheel Drive,2017,69
291,SUV / Crossover,06/09/20,https://static.cargurus.com/images/forsale/2020/09/06/07/04/2013_bmw_x5-pic-5825218657422945881-152x114.jpeg,,BMW,5 seats,62887,X5,"300 hp @ 5,800 RPM",13895,Dream Car Gallery,A,Automatic,xDrive35i AWD,AWD,All-Wheel Drive,2013,42
292,SUV / Crossover,25/06/20,https://static.cargurus.com/images/forsale/2020/07/07/23/22/2018_dodge_durango-pic-300988176466589612-152x114.jpeg,,Dodge,7 seats,37926,Durango,"295 hp @ 6,400 RPM",27200,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,GT AWD,AWD,All-Wheel Drive,2018,61
293,Sedan,13/07/20,https://static.cargurus.com/images/forsale/2020/07/18/04/43/2017_mercedes-benz_c-class-pic-849580248695771568-152x114.jpeg,,Mercedes-Benz,4 seats,56909,C-Class,"241 hp @ 5,550 RPM",25100,Eastchester Chrysler Jeep Dodge Ram,A,7-Speed Automatic,C 300 Coupe 4MATIC,AWD,All-Wheel Drive,2017,55
294,Van,16/08/20,https://static.cargurus.com/images/forsale/2020/08/16/10/18/2009_ford_e-series-pic-1328726557555263150-152x114.jpeg,,Ford,2 seats,137976,E-Series,"255 hp @ 4,500 RPM",7999,Auto Legend,A,Automatic,E-150 Cargo Van,RWD,Rear-Wheel Drive,2009,22
295,SUV / Crossover,23/07/20,,,Nissan,7 seats,178068,Pathfinder,"270 hp @ 5,600 RPM",4499,Auto Legend,A,Automatic,S 4X4,4WD,Four-Wheel Drive,2006,65
296,SUV / Crossover,05/07/20,https://static.cargurus.com/images/forsale/2020/07/17/23/20/2015_jeep_patriot-pic-9164349832983153095-152x114.jpeg,,Jeep,5 seats,59254,Patriot,"172 hp @ 6,000 RPM",11300,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,High Altitude Edition 4WD,4WD,Four-Wheel Drive,2015,41
297,SUV / Crossover,19/07/20,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2019_chevrolet_blazer-pic-4077918372523182755-152x114.jpeg,,Chevrolet,5 seats,6850,Blazer,"305 hp @ 6,600 RPM",34739,Atlantic Chevrolet Cadillac,A,9-Speed Automatic,Premier FWD,FWD,Front-Wheel Drive,2019,45
298,SUV / Crossover,08/09/20,,,Hyundai,5 seats,62783,Santa Fe,"276 hp @ 6,300 RPM",10972,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,3.5L Limited AWD,AWD,All-Wheel Drive,2012,58
299,SUV / Crossover,30/07/20,,,Mercedes-Benz,7 seats,75898,GL-Class,"362 hp @ 5,000 RPM",21995,Dream Car Gallery,A,Automatic,GL 450,AWD,All-Wheel Drive,2014,36
300,Sedan,11/07/20,https://static.cargurus.com/images/forsale/2020/07/20/23/04/2018_dodge_charger-pic-4018415808780412948-152x114.jpeg,,Dodge,5 seats,25948,Charger,"707 hp @ 6,200 RPM",58000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,SRT Hellcat RWD,RWD,Rear-Wheel Drive,2018,25
301,SUV / Crossover,29/04/20,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2019_chevrolet_blazer-pic-757198519067030501-152x114.jpeg,,Chevrolet,5 seats,8121,Blazer,"305 hp @ 6,600 RPM",36972,Atlantic Chevrolet Cadillac,A,9-Speed Automatic,Premier AWD,AWD,All-Wheel Drive,2019,56
302,Sedan,05/01/20,,,BMW,5 seats,87055,7 Series,"315 hp @ 5,800 RPM",16495,Dream Car Gallery,A,Automatic,740Li xDrive AWD,AWD,All-Wheel Drive,2015,69
303,Sedan,15/08/20,https://static.cargurus.com/images/forsale/2020/08/23/08/24/2017_mercedes-benz_c-class-pic-9045579346904788013-152x114.jpeg,,Mercedes-Benz,5 seats,45803,C-Class,"241 hp @ 5,550 RPM",21995,Dream Car Gallery,A,Automatic,C 300 4MATIC,AWD,All-Wheel Drive,2017,70
304,SUV / Crossover,16/08/20,,,Jeep,,149654,Grand Cherokee,"210 hp @ 5,200 RPM",4499,Auto Legend,A,Automatic,Laredo 4WD,4WD,Four-Wheel Drive,2005,69
305,SUV / Crossover,27/07/20,https://static.cargurus.com/images/forsale/2020/07/27/08/22/2013_bmw_x3-pic-4614330151931185797-152x114.jpeg,,BMW,5 seats,95595,X3,"240 hp @ 5,000 RPM",9795,Dream Car Gallery,A,Automatic,xDrive28i AWD,AWD,All-Wheel Drive,2013,80
306,Sedan,12/05/20,https://static.cargurus.com/images/forsale/2020/08/20/12/04/2014_lexus_ls_460-pic-7164335048869131638-152x114.jpeg,,Lexus,5 seats,74716,LS 460,"360 hp @ 6,400 RPM",26000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,AWD,AWD,All-Wheel Drive,2014,53
307,Sedan,04/09/20,https://d28oohqmlmgnr6.cloudfront.net/c8/d1/8e/93-8957-45ef-b039-d0f994e470ac/image-1.jpg,,Nissan,5 seats,18887,Altima,"182 hp @ 6,000 RPM",21000,Eastchester Chrysler Jeep Dodge Ram,CVT,Continuously Variable Transmission,2.5 SR AWD,AWD,All-Wheel Drive,2019,21
308,SUV / Crossover,12/08/20,https://static.cargurus.com/images/forsale/2020/08/14/06/48/2017_bmw_x4-pic-6260884712711380510-152x114.jpeg,,BMW,5 seats,48443,X4,"240 hp @ 5,000 RPM",25995,Dream Car Gallery,A,Automatic,xDrive28i AWD,AWD,All-Wheel Drive,2017,29
309,SUV / Crossover,26/07/20,https://static.cargurus.com/images/forsale/2020/08/06/08/41/2017_bmw_x1-pic-8749300033201827133-152x114.jpeg,,BMW,5 seats,22179,X1,"228 hp @ 5,000 RPM",22995,Dream Car Gallery,A,Automatic,xDrive28i AWD,AWD,All-Wheel Drive,2017,54
310,Sedan,25/08/20,https://static.cargurus.com/images/forsale/2020/08/26/00/19/2014_honda_accord-pic-8688963455825076901-152x114.jpeg,,Honda,5 seats,71596,Accord,"189 hp @ 6,400 RPM",12591,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,Sport,FWD,Front-Wheel Drive,2014,58
311,Coupe,10/07/19,https://static.cargurus.com/images/forsale/2019/07/24/19/18/2012_honda_civic_coupe-pic-3050899885058756610-152x114.jpeg,,Honda,5 seats,136752,Civic Coupe,"140 hp @ 6,500 RPM",6499,Auto Legend,A,Automatic,LX,FWD,Front-Wheel Drive,2012,29
312,Pickup Truck,18/07/20,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2017_chevrolet_silverado_1500-pic-2372999128098369290-152x114.jpeg,,Chevrolet,6 seats,36152,Silverado 1500,"355 hp @ 5,600 RPM",29439,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT Double Cab 4WD,4WD,Four-Wheel Drive,2017,56
313,Sedan,16/03/20,https://static.cargurus.com/images/forsale/2020/08/11/18/57/2014_mercedes-benz_cls-class-pic-8581395190190724638-152x114.jpeg,,Mercedes-Benz,4 seats,47891,CLS-Class,"402 hp @ 5,000 RPM",27995,Dream Car Gallery,A,Automatic,CLS 550 4MATIC,AWD,All-Wheel Drive,2014,80
314,SUV / Crossover,02/09/20,,,Jeep,5 seats,27222,Grand Cherokee,"360 hp @ 5,150 RPM",27000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,Limited 4WD,4WD,Four-Wheel Drive,2017,64
315,Coupe,24/07/20,https://static.cargurus.com/images/forsale/2020/07/24/01/57/2006_infiniti_g35-pic-8946635399930540244-152x114.jpeg,,INFINITI,4 seats,159452,G35,"280 hp @ 6,200 RPM",5999,Auto Legend,A,Automatic,Coupe RWD,RWD,Rear-Wheel Drive,2006,30
316,Sedan,16/08/20,,,Volkswagen,5 seats,137562,Passat,"200 hp @ 5,100 RPM",3999,Auto Legend,M,Manual,2.0T,FWD,Front-Wheel Drive,2006,22
317,Van,03/03/20,https://static.cargurus.com/images/forsale/2020/08/17/23/14/2015_mercedes-benz_sprinter-pic-2326957263879179788-152x114.jpeg,,Mercedes-Benz,2 seats,48310,Sprinter,"188 hp @ 3,800 RPM",24000,Eastchester Chrysler Jeep Dodge Ram,A,5-Speed Automatic,2500 144 WB Regular Cab DRW Chassis,4X2,4X2,2015,71
318,SUV / Crossover,03/09/20,https://static.cargurus.com/images/forsale/2020/09/05/00/51/2017_jeep_grand_cherokee-pic-6015282796827354458-152x114.jpeg,,Jeep,5 seats,35432,Grand Cherokee,"360 hp @ 5,150 RPM",25000,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,Limited 4WD,4WD,Four-Wheel Drive,2017,24
319,SUV / Crossover,18/07/20,https://static.cargurus.com/images/forsale/2020/07/27/08/22/2014_audi_q5-pic-2335787461894087932-152x114.jpeg,,Audi,5 seats,86724,Q5,"220 hp @ 4,450 RPM",13495,Dream Car Gallery,A,Automatic,2.0T quattro Premium Plus AWD,AWD,All-Wheel Drive,2014,32
320,SUV / Crossover,19/08/20,https://static.cargurus.com/images/forsale/2020/09/01/09/15/2016_jeep_grand_cherokee-pic-6419234618588653835-152x114.jpeg,,Jeep,5 seats,37050,Grand Cherokee,"360 hp @ 5,150 RPM",22300,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,Limited 75th Anniversary 4WD,4WD,Four-Wheel Drive,2016,63
321,SUV / Crossover,27/08/20,https://static.cargurus.com/images/forsale/2020/08/28/06/51/2017_dodge_durango-pic-3013578614352947992-152x114.jpeg,,Dodge,7 seats,41441,Durango,"295 hp @ 6,400 RPM",27580,Eastchester Chrysler Jeep Dodge Ram,A,8-Speed Automatic,GT AWD,AWD,All-Wheel Drive,2017,25
322,Sedan,22/08/20,,,Audi,5 seats,78777,A4,"252 hp @ 5,000 RPM",19985,Dream Car Gallery,A,Automatic,2.0T quattro Premium Plus Sedan AWD,AWD,All-Wheel Drive,2017,32
323,SUV / Crossover,23/06/19,https://static.cargurus.com/images/forsale/2019/12/31/19/26/2008_nissan_rogue-pic-5439651379860411338-152x114.jpeg,,Nissan,5 seats,154558,Rogue,"170 hp @ 6,000 RPM",4999,Auto Legend,A,Automatic,S AWD,AWD,All-Wheel Drive,2008,43
324,Pickup Truck,08/08/20,https://static.cargurus.com/images/forsale/2020/08/26/00/19/2017_gmc_canyon-pic-5298147238776003699-152x114.jpeg,,GMC,5 seats,48422,Canyon,"181 hp @ 3,400 RPM",30959,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,Denali Crew Cab 4WD,4WD,Four-Wheel Drive,2017,53
325,SUV / Crossover,18/08/20,https://static.cargurus.com/images/forsale/2020/08/25/12/12/2017_honda_pilot-pic-2735099696081607979-152x114.jpeg,,Honda,7 seats,20544,Pilot,"280 hp @ 6,000 RPM",32324,Atlantic Chevrolet Cadillac,A,9-Speed Automatic,Elite AWD,AWD,All-Wheel Drive,2017,45
326,SUV / Crossover,20/08/20,https://static.cargurus.com/images/forsale/2020/08/29/19/31/2019_dodge_journey-pic-5643652157632762072-152x114.jpeg,,Dodge,7 seats,39720,Journey,"283 hp @ 6,350 RPM",17500,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,Crossroad FWD,FWD,Front-Wheel Drive,2019,56
327,SUV / Crossover,04/08/20,https://static.cargurus.com/images/forsale/2020/08/11/18/57/2013_porsche_cayenne-pic-3720602221631489996-152x114.jpeg,,Porsche,5 seats,56518,Cayenne,"420 hp @ 6,500 RPM",29995,Dream Car Gallery,A,Automatic,GTS AWD,AWD,All-Wheel Drive,2013,27
328,Pickup Truck,23/08/20,https://static.cargurus.com/images/forsale/2020/08/23/20/27/2018_chevrolet_silverado_1500-pic-5109743246202597114-152x114.jpeg,,Chevrolet,6 seats,33375,Silverado 1500,"355 hp @ 5,600 RPM",29759,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,Custom Double Cab 4WD,4WD,Four-Wheel Drive,2018,70
329,SUV / Crossover,02/08/20,https://static.cargurus.com/images/forsale/2020/08/02/06/28/2015_jeep_grand_cherokee-pic-707174031534543813-152x114.jpeg,,Jeep,5 seats,99362,Grand Cherokee,"290 hp @ 6,400 RPM",15995,Dream Car Gallery,A,Automatic,Laredo 4WD,4WD,Four-Wheel Drive,2015,64
330,SUV / Crossover,19/08/20,https://static.cargurus.com/images/forsale/2020/08/28/12/21/2017_chevrolet_suburban-pic-7832782812867223949-152x114.jpeg,,Chevrolet,8 seats,28501,Suburban,"355 hp @ 5,600 RPM",42324,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,1500 LT 4WD,4WD,Four-Wheel Drive,2017,54
331,SUV / Crossover,31/07/20,https://static.cargurus.com/images/forsale/2020/08/15/23/46/2008_acura_mdx-pic-4968494793871330444-152x114.jpeg,,Acura,7 seats,184178,MDX,"300 hp @ 6,000 RPM",6999,Auto Legend,A,Automatic,SH-AWD,AWD,All-Wheel Drive,2008,19
332,Sedan,21/08/20,https://static.cargurus.com/images/forsale/2020/08/22/23/15/2011_chevrolet_cruze-pic-8721976702075465098-152x114.jpeg,,Chevrolet,5 seats,41860,Cruze,"138 hp @ 4,900 RPM",7500,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic Overdrive,LTZ Sedan FWD,FWD,Front-Wheel Drive,2011,47
333,Sedan,28/11/19,https://static.cargurus.com/images/forsale/2020/07/23/23/56/2010_chevrolet_impala-pic-4568691253018451007-152x114.jpeg,,Chevrolet,6 seats,147995,Impala,"207 hp @ 5,800 RPM",4499,Auto Legend,A,Automatic,LS FWD,FWD,Front-Wheel Drive,2010,32
334,Pickup Truck,09/08/20,https://static.cargurus.com/images/forsale/2020/08/20/12/32/2017_chevrolet_silverado_1500-pic-2522138560975509745-152x114.jpeg,,Chevrolet,6 seats,27939,Silverado 1500,"355 hp @ 5,600 RPM",29724,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,Custom Double Cab 4WD,4WD,Four-Wheel Drive,2017,46
335,Sedan,05/08/20,https://d28oohqmlmgnr6.cloudfront.net/4e/8d/db/14-81c1-4eb2-9dc6-1793ca7c57e3/image-1.jpg,,Volkswagen,5 seats,65310,Passat,"170 hp @ 6,200 RPM",14000,Eastchester Chrysler Jeep Dodge Ram,A,6-Speed Automatic,1.8T SE with Technology Pkg,FWD,Front-Wheel Drive,2017,75
336,Coupe,14/09/19,https://static.cargurus.com/images/forsale/2020/07/27/08/22/2013_audi_a5-pic-5676582007052428320-152x114.jpeg,,Audi,4 seats,74796,A5,"211 hp @ 4,300 RPM",13295,Dream Car Gallery,A,Automatic,2.0T quattro Premium Plus Coupe AWD,AWD,All-Wheel Drive,2013,49
