entry_number,body_type,listed_date,main_picture_url,,make_name,maximum_seating,mileage,model_name,power,price,sp_name,transmission,transmission_display,trim_name,wheel_system,wheel_system_display,year,age_of_customer
715,Coupe,04/09/20,https://static.cargurus.com/images/forsale/2020/07/02/13/09/2020_dodge_challenger-pic-3860477486010638884-152x114.jpeg,,Dodge,5 seats,2816,Challenger,"717 hp @ 6,000 RPM",63993,Gengras Chrysler Dodge Jeep Ram,A,Automatic,SRT Hellcat Widebody RWD,RWD,Rear-Wheel Drive,2020,44
716,Hatchback,03/09/20,https://static.cargurus.com/images/forsale/2020/09/03/00/16/2013_ford_focus-pic-6385534309446504399-152x114.jpeg,,Ford,5 seats,121749,Focus,"252 hp @ 5,500 RPM",9999,Magic Auto Sales,M,6-Speed Manual,ST,FWD,Front-Wheel Drive,2013,64
717,SUV / Crossover,19/08/20,https://static.cargurus.com/images/forsale/2020/08/29/18/36/2018_jeep_wrangler_unlimited-pic-9189670182347715756-152x114.jpeg,,Jeep,5 seats,44736,Wrangler Unlimited,"285 hp @ 6,400 RPM",30335,Generation Kia,M,6-Speed Manual,JK Willys Wheeler W 4WD,4WD,Four-Wheel Drive,2018,29
718,SUV / Crossover,18/08/20,https://static.cargurus.com/images/forsale/2020/09/04/01/03/2017_chevrolet_traverse-pic-3407160513170251856-152x114.jpeg,,Chevrolet,8 seats,20764,Traverse,"281 hp @ 6,300 RPM",24572,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,1LT FWD,FWD,Front-Wheel Drive,2017,18
719,Sedan,23/08/20,https://static.cargurus.com/images/forsale/2020/08/26/23/58/2014_buick_regal-pic-3104985702565224709-152x114.jpeg,,Buick,5 seats,53356,Regal,"259 hp @ 5,300 RPM",12941,Generation Kia,A,6-Speed Automatic,Sedan FWD,FWD,Front-Wheel Drive,2014,63
720,Sedan,26/08/20,https://static.cargurus.com/images/forsale/2020/08/26/08/21/2006_mercedes-benz_cls-class-pic-7210455517080688564-152x114.jpeg,,Mercedes-Benz,4 seats,94985,CLS-Class,"302 hp @ 5,600 RPM",8999,Magic Auto Sales,A,7-Speed Automatic,CLS 500 4dr Sedan,RWD,Rear-Wheel Drive,2006,33
721,Sedan,01/09/20,,,Kia,5 seats,49821,Optima,"192 hp @ 6,300 RPM",12426,Generation Kia,A,6-Speed Automatic,EX,FWD,Front-Wheel Drive,2014,41
722,Sedan,01/09/20,https://static.cargurus.com/images/forsale/2020/09/02/03/19/2015_toyota_corolla-pic-7891229685292391317-152x114.jpeg,,Toyota,5 seats,97678,Corolla,"132 hp @ 6,000 RPM",9959,Atlantic Chevrolet Cadillac,CVT,Continuously Variable Transmission,LE,FWD,Front-Wheel Drive,2015,23
723,Sedan,05/08/20,https://static.cargurus.com/images/forsale/2020/08/04/20/34/2009_toyota_camry-pic-1727148718027337027-152x114.jpeg,,Toyota,,164849,Camry,,4250,Magic Auto Sales,A,5-Speed Automatic,,,,2009,40
724,SUV / Crossover,21/08/20,https://static.cargurus.com/images/forsale/2020/08/26/21/18/2016_jeep_grand_cherokee-pic-6538353820490207726-152x114.jpeg,,Jeep,5 seats,62783,Grand Cherokee,"295 hp @ 6,400 RPM",21733,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Laredo 4WD,4WD,Four-Wheel Drive,2016,78
725,Sedan,31/05/20,https://static.cargurus.com/images/forsale/2020/06/17/00/51/2020_kia_forte-pic-2489696193198652665-152x114.jpeg,,Kia,5 seats,18,Forte,"147 hp @ 6,200 RPM",19185,Generation Kia,A,Automatic,LXS FWD,FWD,Front-Wheel Drive,2020,66
726,SUV / Crossover,21/07/20,https://static.cargurus.com/images/forsale/2020/07/20/20/20/2009_toyota_rav4-pic-4298092743112107178-152x114.jpeg,,Toyota,7 seats,121055,RAV4,"179 hp @ 6,000 RPM",6750,Magic Auto Sales,A,4-Speed Automatic,Base 4WD,4WD,Four-Wheel Drive,2009,64
727,SUV / Crossover,19/08/20,https://static.cargurus.com/images/forsale/2020/08/26/21/18/2018_lincoln_mkc-pic-8750072843096544541-152x114.jpeg,,Lincoln,5 seats,15928,MKC,"240 hp @ 5,500 RPM",24993,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Premiere AWD,AWD,All-Wheel Drive,2018,23
728,SUV / Crossover,11/07/20,https://static.cargurus.com/images/forsale/2020/08/25/20/39/2015_nissan_rogue_select-pic-6158176853507464853-152x114.jpeg,,Nissan,5 seats,79916,Rogue Select,"170 hp @ 6,000 RPM",9499,Magic Auto Sales,A,Automatic,S AWD,AWD,All-Wheel Drive,2015,50
729,SUV / Crossover,15/07/20,,,Kia,5 seats,12,Soul,"147 hp @ 6,200 RPM",19245,Generation Kia,A,Automatic,LX FWD,FWD,Front-Wheel Drive,2021,25
730,SUV / Crossover,28/07/20,https://static.cargurus.com/images/forsale/2020/07/28/08/19/2011_ford_escape-pic-6560991424232784851-152x114.jpeg,,Ford,5 seats,90610,Escape,"240 hp @ 6,550 RPM",7250,Magic Auto Sales,A,6-Speed Automatic,Limited AWD,AWD,All-Wheel Drive,2011,37
731,Sedan,10/08/20,,,BMW,5 seats,77458,4 Series,"240 hp @ 5,000 RPM",18492,Generation Kia,A,8-Speed Automatic,428xi xDrive Gran Coupe AWD,AWD,All-Wheel Drive,2015,32
732,Sedan,12/07/20,https://static.cargurus.com/images/forsale/2020/07/28/23/00/2015_subaru_legacy-pic-6244032072977373005-152x114.jpeg,,Subaru,5 seats,87193,Legacy,"175 hp @ 5,800 RPM",11923,Generation Kia,CVT,Continuously Variable Transmission,2.5i Premium,AWD,All-Wheel Drive,2015,23
733,Minivan,21/02/20,https://static.cargurus.com/images/forsale/2020/03/20/09/25/2020_chrysler_pacifica-pic-2690050011715595759-152x114.jpeg,,Chrysler,8 seats,19,Pacifica,"287 hp @ 6,400 RPM",28583,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Touring FWD,FWD,Front-Wheel Drive,2020,45
734,SUV / Crossover,08/08/20,https://static.cargurus.com/images/forsale/2020/08/07/20/19/2007_toyota_rav4-pic-9124364499259555242-152x114.jpeg,,Toyota,7 seats,172224,RAV4,"166 hp @ 6,000 RPM",4999,Magic Auto Sales,A,4-Speed Automatic,Base AWD,4WD,Four-Wheel Drive,2007,26
735,Sedan,01/09/20,https://static.cargurus.com/images/forsale/2020/09/03/00/16/2018_chevrolet_cruze-pic-5899263432172914255-152x114.jpeg,,Chevrolet,5 seats,25722,Cruze,"153 hp @ 5,600 RPM",14572,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,LS Sedan FWD,FWD,Front-Wheel Drive,2018,60
736,Van,09/08/20,https://static.cargurus.com/images/forsale/2020/09/01/21/19/2020_ram_promaster_city-pic-3774563122425469850-152x114.jpeg,,RAM,2 seats,14,ProMaster City,"178 hp @ 6,400 RPM",14475,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Tradesman Cargo Van FWD,FWD,Front-Wheel Drive,2020,69
737,Sedan,01/09/20,https://static.cargurus.com/images/forsale/2020/09/02/03/19/2017_chevrolet_impala-pic-7095427790402481630-152x114.jpeg,,Chevrolet,5 seats,23243,Impala,"305 hp @ 6,800 RPM",21759,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT FWD,FWD,Front-Wheel Drive,2017,73
738,Sedan,29/08/20,https://static.cargurus.com/images/forsale/2020/08/28/20/39/2009_ford_focus-pic-7065303752286573421-152x114.jpeg,,Ford,5 seats,89035,Focus,"140 hp @ 6,000 RPM",4499,Magic Auto Sales,A,4-Speed Automatic,SES,FWD,Front-Wheel Drive,2009,63
739,Van,16/10/19,https://static.cargurus.com/images/forsale/2020/03/20/09/25/2020_ram_promaster-pic-8110815887396175041-152x114.jpeg,,RAM,3 seats,13,ProMaster,"280 hp @ 6,400 RPM",28868,Gengras Chrysler Dodge Jeep Ram,A,Automatic,1500 118 Low Roof Cargo Van FWD,FWD,Front-Wheel Drive,2020,24
740,SUV / Crossover,02/08/20,https://static.cargurus.com/images/forsale/2020/08/26/21/18/2016_jeep_cherokee-pic-2881129222959615074-152x114.jpeg,,Jeep,5 seats,57814,Cherokee,"271 hp @ 6,500 RPM",16633,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Latitude 4WD,4WD,Four-Wheel Drive,2016,56
741,SUV / Crossover,21/08/20,,,Kia,5 seats,6,Soul,"147 hp @ 6,200 RPM",19245,Generation Kia,A,Automatic,LX FWD,FWD,Front-Wheel Drive,2021,36
742,Minivan,06/09/20,https://static.cargurus.com/images/forsale/2020/09/05/21/02/2014_honda_odyssey-pic-5684900726384219205-152x114.jpeg,,Honda,7 seats,94619,Odyssey,"248 hp @ 5,700 RPM",10499,Magic Auto Sales,A,6-Speed Automatic,LX FWD,FWD,Front-Wheel Drive,2014,66
743,Coupe,15/08/20,https://static.cargurus.com/images/forsale/2020/08/21/23/02/2017_ford_mustang-pic-2796920871186524595-152x114.jpeg,,Ford,4 seats,8579,Mustang,"435 hp @ 6,500 RPM",36847,Generation Kia,M,6-Speed Manual,GT Premium Coupe RWD,RWD,Rear-Wheel Drive,2017,41
744,Sedan,06/08/20,https://static.cargurus.com/images/forsale/2020/08/26/23/10/2019_honda_civic-pic-7607847039467393681-152x114.jpeg,,Honda,5 seats,4715,Civic,"158 hp @ 6,500 RPM",18556,Generation Kia,CVT,Continuously Variable Transmission,LX FWD,FWD,Front-Wheel Drive,2019,77
745,SUV / Crossover,01/09/20,https://static.cargurus.com/images/forsale/2020/09/02/03/19/2013_chevrolet_equinox-pic-6745787070892547805-152x114.jpeg,,Chevrolet,5 seats,97479,Equinox,"301 hp @ 6,500 RPM",9359,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,1LT FWD,FWD,Front-Wheel Drive,2013,44
746,Sedan,09/09/20,https://cdn05.carsforsale.com/00a23bd0f4d11f0c4af7a5564a91317489/1280x960/2015-ford-focus-se-4dr-sedan.jpg,,Ford,5 seats,114201,Focus,"123 hp @ 6,350 RPM",5999,Magic Auto Sales,A,6-Speed Automatic,SE,FWD,Front-Wheel Drive,2015,60
747,Sedan,18/08/20,https://static.cargurus.com/images/forsale/2020/08/18/08/12/2008_honda_civic-pic-56037611197501807-152x114.jpeg,,Honda,5 seats,122368,Civic,"140 hp @ 6,300 RPM",4450,Magic Auto Sales,A,5-Speed Automatic,LX,FWD,Front-Wheel Drive,2008,61
748,SUV / Crossover,13/08/20,https://static.cargurus.com/images/forsale/2020/08/12/21/36/2016_ford_escape-pic-6759414446134573093-152x114.jpeg,,Ford,5 seats,72824,Escape,"240 hp @ 5,500 RPM",11999,Magic Auto Sales,A,6-Speed Automatic,SE AWD,AWD,All-Wheel Drive,2016,62
749,Sedan,03/09/20,https://static.cargurus.com/images/forsale/2020/09/03/08/14/2007_honda_civic-pic-6524711931848150654-152x114.jpeg,,Honda,5 seats,90826,Civic,"140 hp @ 6,300 RPM",5499,Magic Auto Sales,A,5-Speed Automatic,EX,FWD,Front-Wheel Drive,2007,70
750,Pickup Truck,08/08/20,https://static.cargurus.com/images/forsale/2020/08/29/20/24/2008_honda_ridgeline-pic-2049220571849209119-152x114.jpeg,,Honda,5 seats,182231,Ridgeline,"247 hp @ 5,750 RPM",6999,Magic Auto Sales,A,5-Speed Automatic,RTL,4WD,Four-Wheel Drive,2008,42
751,Sedan,09/08/20,https://static.cargurus.com/images/forsale/2020/07/04/13/07/2020_dodge_charger-pic-124401871144819426-152x114.jpeg,,Dodge,5 seats,0,Charger,"300 hp @ 6,350 RPM",29041,Gengras Chrysler Dodge Jeep Ram,A,Automatic,SXT AWD,AWD,All-Wheel Drive,2020,24
752,Pickup Truck,01/09/20,https://static.cargurus.com/images/forsale/2020/09/03/00/16/2017_chevrolet_silverado_1500-pic-8418769311977343618-152x114.jpeg,,Chevrolet,6 seats,21528,Silverado 1500,"355 hp @ 5,600 RPM",33759,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT Double Cab 4WD,4WD,Four-Wheel Drive,2017,51
753,SUV / Crossover,02/09/20,https://static.cargurus.com/images/forsale/2020/08/17/21/24/2021_jeep_compass-pic-7988378314667119059-152x114.jpeg,,Jeep,5 seats,0,Compass,"180 hp @ 6,400 RPM",29151,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Altitude 4WD,4WD,Four-Wheel Drive,2021,64
754,Pickup Truck,02/09/20,https://content.homenetiol.com/2000096/2063606/640x480/c121588c0da14ec99e48cfe8124c5b96.jpg,,GMC,5 seats,79105,Sierra 1500,"355 hp @ 5,600 RPM",35993,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Denali Crew Cab 4WD,4WD,Four-Wheel Drive,2016,57
755,SUV / Crossover,03/09/20,https://static.cargurus.com/images/forsale/2020/09/03/20/52/2018_acura_rdx-pic-7399100792895846-152x114.jpeg,,Acura,5 seats,31213,RDX,"279 hp @ 6,200 RPM",30057,Generation Kia,A,6-Speed Automatic,AWD with Advance Package,AWD,All-Wheel Drive,2018,42
756,Sedan,27/08/20,https://static.cargurus.com/images/forsale/2020/08/26/20/18/2017_hyundai_elantra-pic-954705702867263807-152x114.jpeg,,Hyundai,5 seats,114611,Elantra,"147 hp @ 6,200 RPM",6999,Magic Auto Sales,A,6-Speed Automatic,SE Sedan FWD,FWD,Front-Wheel Drive,2017,74
757,Sedan,10/07/20,https://static.cargurus.com/images/forsale/2020/07/18/22/37/2019_kia_forte-pic-653794747966059963-152x114.jpeg,,Kia,5 seats,26473,Forte,"147 hp @ 6,200 RPM",16077,Generation Kia,A,Automatic,S FWD,FWD,Front-Wheel Drive,2019,27
758,Hatchback,13/08/20,https://static.cargurus.com/images/forsale/2020/08/13/08/20/2010_toyota_prius-pic-879121519021174367-152x114.jpeg,,Toyota,,156892,Prius,,5499,Magic Auto Sales,CVT,Continuously Variable Transmission,,,,2010,49
759,SUV / Crossover,01/09/20,https://static.cargurus.com/images/forsale/2020/09/02/03/19/2017_chevrolet_traverse-pic-796487233509030223-152x114.jpeg,,Chevrolet,8 seats,28651,Traverse,"281 hp @ 6,300 RPM",23959,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,1LT FWD,FWD,Front-Wheel Drive,2017,46
760,SUV / Crossover,10/03/20,https://static.cargurus.com/images/forsale/2020/03/27/19/09/2020_jeep_renegade-pic-3414581620874107790-152x114.jpeg,,Jeep,5 seats,14,Renegade,"177 hp @ 5,750 RPM",17490,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Latitude 4WD,4WD,Four-Wheel Drive,2020,29
761,SUV / Crossover,06/08/20,https://static.cargurus.com/images/forsale/2020/09/02/23/00/2017_jeep_grand_cherokee-pic-701548086558208968-152x114.jpeg,,Jeep,5 seats,21663,Grand Cherokee,"295 hp @ 6,400 RPM",26034,Generation Kia,A,8-Speed Automatic,Laredo 4WD,4WD,Four-Wheel Drive,2017,47
762,SUV / Crossover,14/07/20,https://static.cargurus.com/images/forsale/2020/07/13/20/34/2005_jeep_grand_cherokee-pic-1876534884183164160-152x114.jpeg,,Jeep,5 seats,139585,Grand Cherokee,"210 hp @ 5,200 RPM",3999,Magic Auto Sales,A,5-Speed Automatic,Laredo 4WD,4WD,Four-Wheel Drive,2005,30
763,SUV / Crossover,15/07/20,,,Kia,5 seats,12,Soul,"147 hp @ 6,200 RPM",20905,Generation Kia,A,Automatic,S FWD,FWD,Front-Wheel Drive,2021,46
764,Pickup Truck,01/09/20,,,Chevrolet,6 seats,57514,Silverado 1500,"355 hp @ 5,600 RPM",28929,Atlantic Chevrolet Cadillac,A,6-Speed Automatic Overdrive,LT Double Cab 4WD,4WD,Four-Wheel Drive,2018,58
765,Sedan,03/09/20,https://cdn.inventoryrsc.com/104319819_5f58463e36526670b401553c.jpg?cargurus_image_modified_date=27DA16B5954175FC782FF9C0300C4A1C,,Cadillac,5 seats,22126,CTS,"268 hp @ 5,600 RPM",28759,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,2.0T Luxury AWD,AWD,All-Wheel Drive,2017,21
766,Convertible,21/08/20,https://static.cargurus.com/images/forsale/2020/08/20/20/31/2004_volvo_c70-pic-6310934300421622690-152x114.jpeg,,Volvo,4 seats,76381,C70,"197 hp @ 5,700 RPM",4250,Magic Auto Sales,A,5-Speed Automatic,LPT Turbo Convertible,FWD,Front-Wheel Drive,2004,54
767,Sedan,18/07/20,,,Kia,5 seats,52,Forte,"147 hp @ 6,200 RPM",20090,Generation Kia,A,Automatic,GT Line FWD,FWD,Front-Wheel Drive,2020,28
768,Sedan,13/03/20,https://static.cargurus.com/images/forsale/2020/06/15/19/17/2016_acura_tlx-pic-8841387650732652132-152x114.jpeg,,Acura,5 seats,40359,TLX,"290 hp @ 6,200 RPM",19882,Generation Kia,A,9-Speed Automatic,V6 SH-AWD with Technology Package,AWD,All-Wheel Drive,2016,62
769,SUV / Crossover,06/09/20,https://static.cargurus.com/images/forsale/2020/09/05/21/02/2011_toyota_rav4-pic-6135733021667707007-152x114.jpeg,,Toyota,7 seats,139617,RAV4,"179 hp @ 6,000 RPM",7750,Magic Auto Sales,A,4-Speed Automatic,Base 4WD,4WD,Four-Wheel Drive,2011,21
770,SUV / Crossover,27/06/20,https://static.cargurus.com/images/forsale/2020/07/16/21/17/2020_jeep_renegade-pic-1663030191693716359-152x114.jpeg,,Jeep,5 seats,16,Renegade,"177 hp @ 5,750 RPM",17925,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Latitude 4WD,4WD,Four-Wheel Drive,2020,35
771,SUV / Crossover,17/05/20,https://static.cargurus.com/images/forsale/2020/06/23/23/27/2012_subaru_forester-pic-2950957499866932294-152x114.jpeg,,Subaru,5 seats,133145,Forester,"170 hp @ 5,800 RPM",6999,Magic Auto Sales,A,4-Speed Automatic,2.5X Premium,AWD,All-Wheel Drive,2012,21
772,SUV / Crossover,04/09/20,https://static.cargurus.com/images/forsale/2020/09/03/21/10/2010_infiniti_ex35-pic-8717324948805874358-152x114.jpeg,,INFINITI,5 seats,172672,EX35,"297 hp @ 6,800 RPM",5750,Magic Auto Sales,A,5-Speed Automatic,Journey AWD,AWD,All-Wheel Drive,2010,62
773,SUV / Crossover,02/09/20,https://static.cargurus.com/images/forsale/2020/09/02/06/15/2012_chevrolet_traverse-pic-1222783927245523064-152x114.jpeg,,Chevrolet,8 seats,116782,Traverse,"281 hp @ 6,300 RPM",9773,Gengras Chrysler Dodge Jeep Ram,A,Automatic,1LT AWD,AWD,All-Wheel Drive,2012,32
774,SUV / Crossover,23/06/20,https://d28oohqmlmgnr6.cloudfront.net/10/f6/d9/29-58d0-4ced-a93e-8f9b53ba3350/image-1.jpg,,Ford,5 seats,70199,Edge,,20079,Generation Kia,A,6-Speed Automatic,Sport AWD,AWD,All-Wheel Drive,2015,64
775,Van,05/10/19,https://static.cargurus.com/images/forsale/2020/06/29/21/11/2020_ram_promaster-pic-6620618106945994790-152x114.jpeg,,RAM,3 seats,16,ProMaster,"280 hp @ 6,400 RPM",29621,Gengras Chrysler Dodge Jeep Ram,A,Automatic,1500 136 Low Roof Cargo Van FWD,FWD,Front-Wheel Drive,2020,20
776,SUV / Crossover,13/08/20,,,Cadillac,7 seats,3721,XT6,"310 hp @ 6,700 RPM",53939,Atlantic Chevrolet Cadillac,A,9-Speed Automatic,Premium Luxury FWD,FWD,Front-Wheel Drive,2020,28
777,SUV / Crossover,01/09/20,https://static.cargurus.com/images/forsale/2020/09/01/10/29/2004_toyota_highlander-pic-8736361794057438433-152x114.jpeg,,Toyota,7 seats,155707,Highlander,"230 hp @ 5,800 RPM",4449,Magic Auto Sales,A,5-Speed Automatic,Limited V6 AWD,AWD,All-Wheel Drive,2004,26
778,Van,20/06/20,https://static.cargurus.com/images/forsale/2020/07/20/21/06/2020_ram_promaster_city-pic-8477656523640656247-152x114.jpeg,,RAM,2 seats,17,ProMaster City,"178 hp @ 6,400 RPM",20055,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Tradesman Cargo Van FWD,FWD,Front-Wheel Drive,2020,26
779,SUV / Crossover,16/07/20,,,Kia,5 seats,16,Soul,"147 hp @ 6,200 RPM",20905,Generation Kia,A,Automatic,S FWD,FWD,Front-Wheel Drive,2021,72
780,SUV / Crossover,23/07/20,https://static.cargurus.com/images/forsale/2020/07/29/04/41/2016_infiniti_qx50-pic-2999634487174950254-152x114.jpeg,,INFINITI,5 seats,33740,QX50,"325 hp @ 7,000 RPM",20717,Generation Kia,A,7-Speed Automatic,AWD,AWD,All-Wheel Drive,2016,66
781,SUV / Crossover,05/09/20,https://static.cargurus.com/images/forsale/2020/08/21/07/16/2021_jeep_cherokee-pic-2532729424464384034-152x114.jpeg,,Jeep,,0,Cherokee,,29726,Gengras Chrysler Dodge Jeep Ram,A,Automatic,,,,2021,63
782,Hatchback,01/08/20,https://static.cargurus.com/images/forsale/2020/09/02/23/00/2016_toyota_prius-pic-7540109741516716746-152x114.jpeg,,Toyota,5 seats,43762,Prius,,17926,Generation Kia,CVT,Continuously Variable Transmission,Four,FWD,Front-Wheel Drive,2016,54
783,SUV / Crossover,15/07/20,,,Kia,5 seats,5,Soul,"147 hp @ 6,200 RPM",21250,Generation Kia,A,Automatic,S FWD,FWD,Front-Wheel Drive,2021,36
784,Sedan,20/06/20,https://static.cargurus.com/images/forsale/2020/08/27/08/40/2014_chevrolet_impala_limited-pic-5896987863868869637-152x114.jpeg,,Chevrolet,6 seats,52682,Impala Limited,"300 hp @ 6,500 RPM",8450,Magic Auto Sales,A,6-Speed Automatic,LS FWD,FWD,Front-Wheel Drive,2014,22
785,Hatchback,19/08/20,https://static.cargurus.com/images/forsale/2020/08/28/12/21/2017_chevrolet_cruze-pic-3864176625859464467-152x114.jpeg,,Chevrolet,5 seats,51608,Cruze,"153 hp @ 5,600 RPM",13724,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,LT Hatchback FWD,FWD,Front-Wheel Drive,2017,22
786,Sedan,23/08/20,https://static.cargurus.com/images/forsale/2020/08/26/21/18/2016_nissan_maxima-pic-606254116248833943-152x114.jpeg,,Nissan,5 seats,53501,Maxima,"300 hp @ 6,400 RPM",16633,Gengras Chrysler Dodge Jeep Ram,CVT,Continuously Variable Transmission,SV,FWD,Front-Wheel Drive,2016,66
787,Sedan,06/09/20,,,Kia,5 seats,100721,Optima,"200 hp @ 6,300 RPM",7560,Generation Kia,A,6-Speed Automatic,LX,FWD,Front-Wheel Drive,2013,36
788,Pickup Truck,06/09/20,https://static.cargurus.com/images/forsale/2020/09/07/23/27/2018_chevrolet_colorado-pic-3929890079136783686-152x114.jpeg,,Chevrolet,5 seats,19371,Colorado,"181 hp @ 3,400 RPM",32930,Atlantic Chevrolet Cadillac,A,8-Speed Automatic,Z71 Crew Cab 4WD,4WD,Four-Wheel Drive,2018,19
789,SUV / Crossover,18/07/20,https://static.cargurus.com/images/forsale/2020/08/05/20/34/2012_subaru_forester-pic-5841501057217540049-152x114.jpeg,,Subaru,5 seats,152841,Forester,"170 hp @ 5,800 RPM",4999,Magic Auto Sales,M,5-Speed Manual,2.5X,AWD,All-Wheel Drive,2012,51
790,Hatchback,04/07/20,https://static.cargurus.com/images/forsale/2020/07/18/22/37/2009_honda_fit-pic-2057276631365883328-152x114.jpeg,,Honda,5 seats,89848,Fit,"117 hp @ 6,600 RPM",7990,Generation Kia,A,5-Speed Automatic,Sport,FWD,Front-Wheel Drive,2009,28
791,SUV / Crossover,12/07/20,https://static.cargurus.com/images/forsale/2020/07/11/20/16/2006_honda_pilot-pic-8976794705794752793-152x114.jpeg,,Honda,8 seats,127070,Pilot,"244 hp @ 5,750 RPM",4999,Magic Auto Sales,A,5-Speed Automatic,EX AWD,4WD,Four-Wheel Drive,2006,27
792,Van,11/06/20,https://static.cargurus.com/images/forsale/2020/07/31/05/17/2020_ram_promaster_city-pic-1963319125602048759-152x114.jpeg,,RAM,2 seats,13,ProMaster City,"178 hp @ 6,400 RPM",20138,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Tradesman Cargo Van FWD,FWD,Front-Wheel Drive,2020,22
793,SUV / Crossover,19/06/20,https://static.cargurus.com/images/forsale/2020/07/10/21/40/2020_jeep_renegade-pic-4396171518001044905-152x114.jpeg,,Jeep,5 seats,16,Renegade,"177 hp @ 5,750 RPM",18704,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,37
794,Minivan,02/09/20,https://static.cargurus.com/images/forsale/2020/09/01/21/06/2008_honda_odyssey-pic-7960652988167315333-152x114.jpeg,,Honda,8 seats,193120,Odyssey,"241 hp @ 5,700 RPM",4499,Magic Auto Sales,A,5-Speed Automatic,EX-L FWD with DVD and Navigation,FWD,Front-Wheel Drive,2008,65
795,SUV / Crossover,15/07/20,,,Kia,5 seats,20,Soul,"147 hp @ 6,200 RPM",21250,Generation Kia,A,Automatic,S FWD,FWD,Front-Wheel Drive,2021,75
796,SUV / Crossover,06/09/20,https://static.cargurus.com/images/forsale/2020/09/05/21/02/2013_honda_pilot-pic-4153405420017879895-152x114.jpeg,,Honda,8 seats,161349,Pilot,"250 hp @ 5,700 RPM",9750,Magic Auto Sales,A,5-Speed Automatic,EX-L with DVD 4WD,4WD,Four-Wheel Drive,2013,34
797,SUV / Crossover,14/02/20,https://static.cargurus.com/images/forsale/2020/03/27/18/39/2020_jeep_cherokee-pic-2863259974851584771-152x114.jpeg,,Jeep,5 seats,14,Cherokee,"270 hp @ 5,250 RPM",29491,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Limited 4WD,4WD,Four-Wheel Drive,2020,52
798,SUV / Crossover,01/09/20,https://static.cargurus.com/images/forsale/2020/09/02/03/19/2017_gmc_acadia-pic-4759782495137944771-152x114.jpeg,,GMC,8 seats,36457,Acadia,"281 hp @ 6,300 RPM",28759,Atlantic Chevrolet Cadillac,A,6-Speed Automatic,Limited AWD,AWD,All-Wheel Drive,2017,40
799,Wagon,23/08/20,https://static.cargurus.com/images/forsale/2020/08/22/20/30/2015_volvo_v60-pic-8518319112484578802-152x114.jpeg,,Volvo,5 seats,150497,V60,"250 hp @ 5,400 RPM",7499,Magic Auto Sales,A,6-Speed Automatic,T5 Premier AWD,AWD,All-Wheel Drive,2015,48
800,SUV / Crossover,08/09/20,https://static.cargurus.com/images/forsale/2020/09/07/20/19/2013_jeep_wrangler_unlimited-pic-6275184684240923961-152x114.jpeg,,Jeep,5 seats,208764,Wrangler Unlimited,"285 hp @ 6,400 RPM",14999,Magic Auto Sales,A,5-Speed Automatic,Sahara 4WD,4WD,Four-Wheel Drive,2013,60
801,Pickup Truck,24/07/20,https://static.cargurus.com/images/forsale/2020/08/11/23/23/2016_chevrolet_colorado-pic-282857478849221302-152x114.jpeg,,Chevrolet,4 seats,69600,Colorado,"305 hp @ 6,800 RPM",22452,Generation Kia,A,6-Speed Automatic,LT Extended Cab LB 4WD,4WD,Four-Wheel Drive,2016,80
802,Minivan,04/03/20,https://static.cargurus.com/images/forsale/2020/03/31/18/47/2020_chrysler_pacifica-pic-1741471261181041999-152x114.jpeg,,Chrysler,8 seats,14,Pacifica,"287 hp @ 6,400 RPM",29744,Gengras Chrysler Dodge Jeep Ram,A,Automatic,Touring L FWD,FWD,Front-Wheel Drive,2020,63
803,SUV / Crossover,16/07/20,,,Kia,5 seats,12,Soul,"147 hp @ 6,200 RPM",21250,Generation Kia,A,Automatic,S FWD,FWD,Front-Wheel Drive,2021,58
804,Sedan,07/08/20,https://static.cargurus.com/images/forsale/2020/08/25/20/39/2008_cadillac_dts-pic-6274021848199110138-152x114.jpeg,,Cadillac,6 seats,103875,DTS,"275 hp @ 6,000 RPM",3999,Magic Auto Sales,A,4-Speed Automatic,Luxury I FWD,FWD,Front-Wheel Drive,2008,58
